1877	154.22	148.78	873	116.54	183.76	-14.4277
2255	125.8	183.76	381	147.04	148.78	-15.71
2528	119.49	247.22	1762	116.54	140.24	-113.494
3160	122.58	348.07	5162	113.75	175.22	-31.3963
1287	150.66	229.57	1035	119.49	157.57	-14.0946
1940	154.22	204.07	635	119.49	157.57	-17.7857
2778	129.15	13.57	4714	113.75	183.76	12.9767
1612	143.4	212.24	1038	125.8	148.78	-14.8117
984	113.75	212.24	1690	139.76	148.78	-13.3733
2306	122.58	204.07	4023	139.76	103.22	92.2017
848	119.49	220.78	1759	136.15	140.24	-17.1121
3918	132.61	247.22	2535	122.58	148.78	85.48
1262	139.76	31.22	2301	122.58	183.76	-237.687
1663	116.54	183.76	958	164.36	85.57	-223.9
4942	136.15	212.24	1185	129.15	148.78	102.528
941	139.76	212.24	1869	122.58	157.57	-13.2022
2371	129.15	183.76	530	136.15	157.57	-11.4473
1426	139.76	229.57	1839	164.36	111.76	-288.736
722	129.15	212.24	2263	125.8	140.24	-31.5818
911	139.76	238.43	1975	125.8	157.57	-14.7396
2191	113.75	247.22	2126	116.54	132.07	-135.234
1937	132.61	175.22	950	161.09	140.24	-86.1604
2185	129.15	204.07	612	150.66	119.93	-15.0035
2602	143.4	220.78	460	116.54	148.78	-44.4032
328	161.09	255.76	2440	122.58	175.22	-10.443
815	132.61	204.07	1914	125.8	148.78	-12.5374
1433	157.71	247.22	638	116.54	157.57	-34.1722
915	139.76	263.93	2041	122.58	157.57	-190.053
1642	122.58	204.07	927	119.49	132.07	-215.99
4085	136.15	212.24	1615	132.61	148.78	133.235
1038	139.76	229.57	1413	122.58	148.78	-12.4294
2911	113.75	220.78	1328	147.04	111.76	-109.026
4765	139.76	220.78	1457	122.58	148.78	100.573
3011	132.61	247.22	2725	129.15	148.78	127.576
1244	139.76	204.07	1450	116.54	148.78	-12.6804
1412	136.15	255.76	1369	119.49	175.22	-215.761
2472	136.15	263.93	1564	132.61	132.07	-206.939
832	119.49	204.07	2190	139.76	157.57	-13.1646
944	150.66	238.43	1840	122.58	157.57	-11.9419
1926	136.15	204.07	731	154.22	119.93	-15.3702
3400	129.15	220.78	306	161.09	119.93	-93.4408
1715	136.15	220.78	1007	125.8	157.57	-13.1475
1333	119.49	204.07	1464	143.4	132.07	-10.4492
682	122.58	204.07	1935	139.76	148.78	-11.5623
1952	125.8	191.93	670	132.61	103.22	-18.5899
1412	122.58	204.07	1506	139.76	111.76	-32.4759
320	147.04	284.24	2234	136.15	148.78	-244.499
1011	139.76	204.07	1640	119.49	148.78	-15.0126
102	119.49	319.22	1872	136.15	157.57	-194.635
810	125.8	212.24	551	147.04	119.93	-159.098
2414	136.15	191.93	241	164.36	119.93	-13.6749
1415	132.61	191.93	1261	143.4	119.93	-162.026
1933	147.04	220.78	1175	116.54	148.78	-31.1752
3157	154.22	276.07	2674	116.54	166.43	106.583
2017	129.15	212.24	824	132.61	157.57	-13.8767
