1610	139	212	0	0	247	0	0	265	102.227
1807	119	220	35	125	247	686	139	1	46.7011
245	136	265	755	143	1	590	122	1	106.568
668	125	256	76	116	204	723	132	1	107.06
1018	132	273	49	143	204	350	143	1	103.633
849	132	247	246	164	256	0	0	1	104.731
610	122	256	2089	147	230	0	0	256	19.9615
135	125	111	804	147	238	2463	143	1	-39.8198
107	129	256	850	125	1	572	147	1	105.47
791	125	273	445	147	1	249	129	1	104.937
983	139	348	546	116	256	0	0	1	68.2646
492	143	255	945	125	265	0	0	265	106.774
52	147	256	857	147	1	676	122	1	104.858
374	154	273	801	132	222	0	0	273	102.503
102	132	265	572	147	1	0	0	1	106.362
807	122	281	321	143	1	180	147	1	101.644
2489	147	212	1098	125	238	0	0	0	-23.4953
709	143	273	677	119	1	161	129	1	105.956
121	116	119	407	154	238	3304	132	1	-43.7755
1925	154	247	530	113	256	0	0	1	32.5876
130	136	247	637	129	281	586	136	1	107.746
924	143	204	76	113	265	590	129	1	106.305
373	143	265	73	154	273	1074	129	1	105.593
913	139	204	427	132	281	0	0	1	104.207
516	139	204	50	143	265	799	129	1	106.23
685	132	212	151	139	238	784	116	1	84.2796
95	164	273	350	122	247	1068	136	1	107.241
790	136	256	477	129	111	0	0	256	105.719
443	147	247	918	129	273	0	0	273	105.468
1091	139	273	34	147	265	262	132	1	103.435
542	125	238	87	150	238	2513	119	1	-9.35952
152	150	256	1101	136	1	185	125	1	106.757
697	136	273	452	125	1	153	143	1	103.076
475	143	238	883	139	281	0	0	1	103.258
585	147	220	500	129	247	0	0	1	104.969
669	122	281	755	147	119	0	0	1	105.182
1040	132	247	557	136	247	0	0	1	106.92
309	161	281	335	122	1	0	0	1	106.852
1041	143	220	243	136	256	0	0	0	103.272
976	113	273	99	139	247	777	150	1	79.6495
999	132	273	29	150	204	400	139	1	106.426
325	161	265	680	143	1	334	116	1	106.645
501	139	204	959	125	119	0	0	1	107.744
455	132	247	1128	143	273	0	0	273	104.308
392	143	212	726	139	273	0	0	1	102.064
2791	147	281	397	132	111	0	0	281	-12.1964
106	116	60	780	150	247	2123	116	1	-10.3388
1053	136	265	85	125	1	0	0	1	107.42
845	139	265	260	129	229	176	119	1	106.901
1136	129	273	242	136	1	215	132	1	105.392
811	136	273	288	113	1	293	147	1	104.775
196	136	265	734	136	1	530	143	1	103.429
850	147	212	206	132	247	0	0	0	104.275
527	129	212	464	139	119	0	0	1	105.952
184	113	265	652	132	1	415	157	1	103.822
720	139	265	908	122	281	0	0	1	92.7125
58	143	265	216	129	247	918	143	1	102.13
3785	113	220	152	139	111	0	0	111	-56.9298
242	154	256	924	125	1	469	143	1	105.489
680	136	247	656	125	281	0	0	281	106.796
340	139	238	389	132	247	0	0	1	103.1
798	143	204	565	129	119	0	0	1	104.267
365	125	256	912	132	85	0	0	1	106.3
467	129	222	161	119	255	2303	116	1	-11.4889
380	161	256	373	136	1	0	0	1	106.532
85	132	273	747	129	247	850	136	1	106.259
915	122	281	52	116	273	567	143	1	104.783
158	143	265	759	143	1	473	119	1	84.852
666	147	229	727	125	238	0	0	238	106.727
497	154	281	798	125	256	0	0	1	105.354
835	147	229	732	125	265	0	0	265	107.561
684	147	229	754	125	273	0	0	273	106.35
365	129	281	1085	136	119	0	0	281	105.478
372	143	256	577	125	229	427	150	1	104.56
1466	132	256	548	143	281	0	0	281	106.448
631	147	229	889	132	222	0	0	1	106.616
764	139	256	208	125	273	643	129	1	106.099
1071	161	212	849	136	103	0	0	103	41.3016
813	136	247	539	129	281	0	0	0	107.766
509	143	273	1135	129	103	0	0	1	109.529
428	136	281	588	132	1	381	139	1	103.43
199	125	256	1014	143	1	272	125	1	105.474
688	139	281	306	113	1	234	147	1	103.99
159	119	103	2035	150	212	555	132	1	12.3156
2153	157	247	548	119	238	0	0	238	23.4383
419	143	256	200	119	281	954	129	1	106.135
178	136	256	1048	132	238	254	136	1	105.592
715	147	229	621	122	265	0	0	1	106.119
692	136	247	650	122	247	0	0	1	107.317
652	122	265	627	147	1	209	125	1	106.701
840	122	265	461	143	1	148	116	1	106.378
42	116	273	923	139	247	216	143	1	103.552
273	129	265	42	125	281	1081	132	1	105.306
582	136	220	523	143	281	0	0	281	106.52
278	136	263	824	129	256	0	0	1	104.686
530	129	204	265	122	1	0	0	1	106.714
802	125	265	68	125	204	697	139	1	104.176
2460	113	255	15	122	222	716	119	1	-82.3507
3649	150	238	41	129	1	0	0	1	-49.1013
320	129	247	87	161	212	2157	119	1	34.4081
554	143	265	556	150	1	190	119	1	107.296
