2345	119	247	1009	132	68	-32.5416
2266	136	255	2591	122	281	-162.475
918	143	247	566	129	273	103.864
148	116	229	682	139	247	106.404
1528	122	229	1812	132	222	-29.175
1189	139	238	1396	154	119	-26.3553
325	139	229	677	139	247	105.633
1446	113	310	1249	125	256	-11.5625
994	136	265	292	147	281	106.684
527	132	265	715	147	247	105.375
1902	147	220	1835	116	238	-18.1928
1072	129	281	699	136	247	107.401
3934	119	220	802	154	85	-143.219
1655	129	247	1308	122	238	-44.0058
3135	129	212	288	154	76	-161.326
1242	147	247	614	122	119	-128.644
3077	143	204	2430	119	222	-213.107
329	119	204	4022	161	60	-149.155
3469	125	204	2347	132	85	-202.427
846	122	281	561	136	256	105.812
719	143	301	3725	139	230	-109.203
1525	150	247	650	143	265	-25.518
2735	143	212	102	125	230	-83.4959
1988	132	310	1594	132	273	-222.016
501	132	281	559	154	238	95.9019
1847	161	220	857	113	256	-46.171
2245	129	238	1083	132	222	-23.3358
2273	132	220	790	129	238	-118.046
317	122	284	2672	125	238	-36.835
3317	157	263	2659	113	265	-195.709
841	119	335	4223	122	247	-112.97
1853	116	220	2380	122	103	-79.2347
265	139	204	2457	161	111	-11.1231
1244	136	220	969	132	281	-192.874
1308	125	247	2920	154	119	-191.572
551	125	255	1490	125	68	-26.6976
730	147	22	944	116	76	-90.2966
521	116	212	3032	147	76	-57.0925
991	116	204	1530	132	281	-271.993
2018	143	265	1804	136	238	-41.2181
722	136	273	399	119	265	106.63
1144	116	229	2376	119	222	-115.299
3222	139	229	1161	119	265	-120.582
638	119	255	3655	119	230	-126.242
2123	119	263	2205	150	85	-196.486
820	150	292	1358	143	281	-25.5679
2547	132	247	2161	116	265	-110.147
796	150	310	2126	125	222	-26.0351
858	129	220	1088	132	281	-248.611
622	139	204	808	129	265	106.819
1395	136	265	944	147	238	-0.109689
227	116	229	2976	147	230	-48.4497
2636	139	247	1957	132	247	-177.282
1750	116	273	1376	125	76	-163.427
729	139	247	577	129	273	105.842
634	136	255	2099	125	222	-26.0523
1520	122	256	1598	164	111	-22.2559
2684	129	238	1395	161	119	-143.977
6986	164	47	662	161	85	-189.084
925	132	281	250	136	119	104.127
2043	113	238	2055	119	281	-82.1428
1224	150	247	1206	136	273	-8.95607
2379	132	229	1564	143	273	-99.4746
2213	139	212	2873	113	111	-188.406
648	136	230	450	161	256	11.9068
555	122	256	561	136	281	107.048
2640	113	204	326	136	222	-110.889
1283	136	238	474	125	256	-50.0811
1389	147	238	714	139	265	0.34613
1115	139	273	351	125	256	106.973
2442	119	220	1999	164	119	-201.478
490	129	273	207	132	265	103.466
2563	129	238	1255	154	238	-23.3017
3527	136	281	222	150	76	-25.6625
876	119	335	1042	122	230	-118.42
2237	150	39	457	122	273	-12.2903
931	139	265	306	147	247	103.18
1302	136	276	1347	150	281	-31.2755
2604	116	229	532	113	230	-152.768
1491	125	229	4268	132	247	-227.612
1037	129	265	276	139	229	107.418
277	113	4	5801	125	273	-225.734
1791	116	31	2923	122	230	-215.121
674	161	238	2309	113	230	-93.5675
3585	122	238	2552	125	247	-222.462
207	143	273	1791	129	119	51.9146
626	139	229	561	116	204	-2.6791
1376	143	265	697	157	238	-53.8796
2971	119	220	2292	136	230	-156.783
698	139	230	708	129	265	66.7194
2148	147	281	2165	116	85	-68.0327
3493	116	212	1391	132	68	-121.673
1011	125	265	288	122	119	106.969
2907	116	247	454	164	265	-27.8799
2833	161	47	2051	139	212	-200.653
1900	139	212	1675	113	111	-45.1377
1750	116	273	1209	150	76	-172.658
1260	136	238	4997	154	85	-264.403
847	143	273	304	122	256	104.849
780	150	238	645	129	265	106.117
1891	147	13	2708	113	212	-209.581
4345	119	204	1979	136	238	-240.051
1777	139	247	3279	125	238	-132.497
657	147	204	763	132	256	106.88
801	132	204	818	136	265	107.02
1165	122	327	1129	132	85	-107.115
3158	132	281	1510	150	76	-91.3125
2170	139	319	863	147	85	-205.046
2474	116	238	558	125	230	0.0917003
1347	136	265	1159	150	238	-255.769
1360	116	220	2716	147	85	-248.102
3865	143	238	1427	122	281	-260.332
1278	132	204	1295	143	85	-23.6776
875	136	247	1079	139	119	-51.17
1731	116	39	1359	122	273	-26.2555
3955	147	310	535	132	212	-217.359
2240	136	229	1501	125	230	-23.1537
812	129	230	502	136	111	-101.102
2421	116	263	1609	113	230	-192.709
1125	147	265	902	136	230	-91.7626
646	150	22	983	116	281	70.6515
1371	132	204	1136	136	265	-14.4151
669	122	281	423	136	273	107.48
455	129	204	413	143	247	107.579
920	119	212	2694	147	265	-26.2068
773	119	229	683	132	265	80.4259
2403	161	276	1001	129	247	-151.743
430	147	39	738	122	273	-25.0152
753	147	276	2284	129	265	-148.176
874	147	220	409	164	265	-70.4383
2112	116	238	1265	116	230	-27.755
924	122	255	2190	129	238	-20.9131
2759	129	4	3599	116	247	-220.796
1561	150	292	1604	161	255	-148.287
1334	116	238	4465	129	85	-255.517
442	139	310	4725	154	273	-255.903
3159	147	22	1288	119	238	-200.048
1047	116	47	1302	129	273	26.5504
3535	125	247	287	116	247	-73.676
592	125	273	422	132	247	106.098
1453	113	220	1742	139	230	-22.5132
1254	132	4	2865	129	238	-203.362
970	125	229	360	125	230	71.1404
2403	132	247	4168	116	222	-255.177
2421	119	220	1093	147	85	-87.6783
229	125	310	2369	150	212	-31.23
246	154	238	2485	129	265	-22.8802
1400	147	222	926	129	238	-196.411
349	132	220	636	125	256	105.883
1024	125	281	635	147	265	107.855
2227	139	255	580	132	103	-26.659
1073	139	238	560	122	222	-41.8984
1820	150	255	846	113	222	-10.1369
101	136	212	4118	139	222	-69.1438
1014	136	255	2419	113	281	-24.3556
992	122	255	1473	136	281	-25.0776
1264	129	265	1070	139	238	15.6354
1077	125	265	229	161	273	106.203
777	116	327	2740	119	230	-54.7859
1882	122	238	871	154	68	-94.1656
2984	150	229	1714	147	281	-159.564
2521	161	356	3058	125	247	-211.857
1233	136	255	5080	122	247	-227.353
878	143	265	450	122	281	104.913
1401	116	220	1510	136	230	-25.5382
673	157	22	1844	116	265	-25.1688
2022	119	276	1217	154	229	-145.967
2264	113	327	2026	129	238	-111.458
1857	113	238	2902	154	119	-101.217
887	139	212	853	125	273	-43.4925
1663	132	13	2529	132	238	-188.204
850	125	281	323	143	273	106.132
2452	113	220	2012	157	230	-119.394
962	129	256	580	150	273	105.13
298	139	310	1670	132	212	-38.8755
2602	122	255	2758	116	273	-188.115
971	143	212	1041	147	265	-41.4915
2102	122	238	385	122	85	-26.2163
2277	150	204	1868	136	238	-123.509
1204	125	238	879	139	238	59.3813
409	136	265	453	147	256	107.362
1831	132	229	1308	147	111	-27.137
667	136	13	3040	119	265	-27.6543
1272	129	204	1670	161	103	-88.2188
411	136	247	449	147	281	104.322
2420	113	281	772	125	103	-29.4101
821	125	273	96	154	111	103.019
1272	139	335	3295	143	265	-125.411
429	132	212	229	139	265	106.582
2778	150	247	2110	139	119	-200.122
2899	119	204	2537	136	111	-185.392
970	132	281	601	143	247	105.953
2899	139	265	832	154	103	-26.1894
1387	125	247	865	136	230	-132.251
2530	113	212	2416	122	119	-140.565
71	122	212	4982	154	103	-163.228
3209	132	301	3105	113	247	-199.098
1607	147	212	694	139	281	-135.361
674	147	247	839	119	111	-196.876
1520	132	238	909	143	247	-129.672
1850	139	301	2056	136	281	-94.4051
1251	136	47	628	143	255	-46.1628
526	157	238	195	132	103	-73.503
1707	143	327	3539	113	222	-202.849
569	143	247	320	136	281	106.221
325	147	212	1091	139	281	27.5856
2132	116	220	2217	147	85	-192.42
758	132	247	387	139	229	104.448
747	154	13	2731	116	265	-87.212
1388	136	247	993	143	273	19.6907
2526	113	356	3229	154	247	-27.6924
1598	147	247	647	154	265	-10.3776
2432	154	204	1050	143	119	-27.7552
1056	147	247	1152	113	85	-23.818
