172	121	172	512	143	1	0	0	1	105.585
1073	132	244	363	139	165	0	0	1	107.141
913	150	165	2790	121	179	0	0	165	104.414
654	139	158	843	132	79	0	0	1	102.716
573	147	223	745	128	145	0	0	1	102.426
850	136	165	187	125	179	0	0	165	107.182
128	118	172	990	132	1	504	154	1	104.431
861	125	179	503	147	1	143	150	1	103.031
678	136	251	802	128	158	0	0	1	104.363
1253	136	165	421	150	185	0	0	165	103.357
81	150	158	463	125	172	1125	136	1	107.29
482	128	230	1030	147	158	0	0	1	103.239
25	125	179	757	139	1	0	0	1	103.67
488	132	309	1311	128	165	0	0	165	87.5592
1485	136	223	0	0	151	0	0	185	106.454
220	147	158	1913	115	1	177	139	1	44.8891
1864	132	217	2587	121	79	0	0	1	11.1619
287	136	165	710	128	158	197	147	1	103.32
726	121	217	198	112	86	2492	121	1	-29.7283
992	136	223	539	143	172	0	0	0	102.708
804	150	179	433	125	1	162	125	1	103.07
140	125	172	872	150	1	408	128	1	103.542
583	125	185	483	150	1	250	115	1	106.772
692	147	165	460	132	185	0	0	1	102.822
1081	128	179	325	139	1	155	157	1	102.57
544	132	165	296	118	282	1165	132	1	45.3663
802	128	237	219	139	165	0	0	1	102.686
650	150	257	796	125	165	0	0	1	103.723
1016	136	179	131	128	1	227	164	1	105.103
864	112	172	440	132	1	246	161	1	87.7827
784	132	179	473	118	1	271	147	1	107.469
147	121	165	848	121	1	0	0	1	105.915
2936	121	257	55	112	151	922	118	1	-54.5997
93	125	151	154	128	172	779	147	1	103.636
1141	125	165	1224	139	86	4126	125	1	-178.7
857	139	179	53	132	185	514	121	1	107.518
530	132	179	180	143	185	539	128	1	105.711
867	157	172	272	139	1	197	118	1	95.4689
779	125	257	571	136	179	0	0	1	108.02
170	161	251	13	128	179	1173	132	1	106.532
121	132	179	767	128	151	472	139	1	106.145
795	121	210	92	112	1	0	0	1	-38.8136
453	132	210	67	112	172	942	139	1	107.063
117	118	158	862	132	172	406	147	1	103.518
952	143	179	374	121	1	199	157	1	104.27
28	125	151	298	132	172	1006	143	1	102.98
617	139	165	606	125	100	0	0	1	106.593
855	121	179	117	143	185	699	147	1	105.776
942	139	172	44	128	113	0	0	172	106.561
854	147	165	387	115	1	142	139	1	103.233
411	139	185	125	128	217	497	143	1	104.593
1099	136	179	170	125	1	198	136	1	107.405
244	112	230	29	128	138	3417	132	1	-37.0377
647	143	237	617	118	165	0	0	1	106.42
229	125	172	753	150	1	180	125	1	103.379
720	121	172	658	147	1	204	157	1	103.64
798	139	165	586	139	145	0	0	1	102.894
1018	143	185	265	136	1	124	112	1	104.671
538	132	172	366	118	1	286	157	1	103.292
719	136	172	588	139	138	0	0	1	104.326
18	125	172	464	121	165	1021	143	1	106.867
2399	143	217	75	125	165	0	0	0	36.0011
2931	132	217	789	118	79	0	0	1	-44.6528
304	136	210	338	136	165	0	0	1	105.975
576	143	172	502	125	1	302	150	1	102.833
148	136	210	978	139	113	0	0	1	103.418
775	150	179	684	125	1	120	112	1	104.972
955	143	172	439	121	1	164	150	1	103.065
411	132	217	1884	125	172	0	0	1	46.1519
1330	128	172	179	128	158	0	0	1	105.643
6279	121	14	0	0	151	0	0	172	-122.81
892	150	151	323	121	172	0	0	1	104.99
215	136	172	519	147	1	489	121	1	105.686
573	115	165	2304	139	151	0	0	165	0.795359
644	125	210	344	128	165	0	0	1	99.3457
609	143	185	84	139	179	388	118	1	107.199
617	136	7	1222	125	158	0	0	158	74.3048
1001	112	41	530	115	1	0	0	1	-33.4358
553	112	165	85	125	302	1873	143	1	6.48808
335	125	151	122	143	1	0	0	1	107.153
4361	118	223	62	115	1	0	0	1	-92.8609
2002	115	257	111	112	158	811	125	1	-8.86967
2232	143	217	137	128	151	0	0	0	37.2541
415	115	158	102	143	230	1656	143	1	53.1867
384	136	172	993	132	73	0	0	172	102.55
166	118	165	1117	143	1	391	125	1	107.66
1011	150	309	2628	112	223	0	0	1	-29.4437
688	128	185	271	164	165	0	0	1	103.31
722	143	172	570	132	185	0	0	172	106.831
832	125	237	750	147	172	0	0	1	103.211
468	139	145	617	132	165	0	0	1	104.669
806	125	295	688	139	185	0	0	185	104.196
408	147	172	959	136	145	0	0	1	104.228
861	136	185	305	125	172	0	0	172	104.509
688	143	185	176	128	1	0	0	1	107.837
403	125	151	1260	150	179	0	0	151	61.0774
1077	132	172	226	139	1	127	147	1	103.037
872	136	172	487	125	1	296	147	1	106.865
297	139	165	763	121	1	0	0	1	105.775
2406	112	295	1036	136	151	0	0	1	-28.5796
428	118	282	1007	139	165	0	0	165	106.902
1519	121	223	509	150	158	0	0	158	59.0648
582	125	185	981	136	100	0	0	1	107.354
380	132	210	496	128	165	0	0	1	104.358
775	125	172	61	150	185	623	147	1	102.112
928	143	179	548	118	1	146	143	1	107.846
986	143	179	311	125	1	195	139	1	103.672
111	139	179	2333	115	151	246	143	1	29.2499
36	136	107	1666	115	179	1445	112	1	-29.1993
657	125	172	397	164	1	259	143	1	104.587
605	112	158	103	118	257	2988	132	1	-46.8569
877	150	230	564	128	179	0	0	0	103.859
846	136	172	63	143	158	376	121	1	106.613
736	136	179	485	147	158	0	0	1	106.339
120	132	165	260	143	145	2044	125	1	39.3041
82	157	172	935	128	1	0	0	1	106.628
814	132	230	575	143	151	0	0	0	102.548
503	143	223	936	139	179	0	0	1	104.37
197	154	172	896	143	1	251	118	1	104.016
701	132	185	341	128	86	0	0	1	104.479
1763	115	185	336	154	1	175	132	1	49.7848
119	121	179	630	132	158	510	150	1	103.421
1047	139	185	94	154	1	0	0	1	105.893
753	143	172	153	121	1	171	154	1	102.429
653	128	172	556	147	1	201	136	1	107.801
512	143	210	1753	128	185	0	0	185	47.5231
1709	157	41	2101	143	251	0	0	1	-133.376
1203	121	217	390	136	113	0	0	0	64.2879
1264	147	185	0	0	151	0	0	172	105.174
439	143	179	1135	128	113	0	0	1	107.121
880	128	165	337	147	223	695	136	1	105.622
3283	112	302	619	139	165	0	0	1	-67.9844
647	115	217	89	121	100	4054	112	1	-105.615
570	121	185	1063	139	73	0	0	185	104.741
327	143	165	1195	136	66	0	0	165	106.858
614	132	172	332	161	1	252	112	1	103.974
2780	132	210	799	115	73	0	0	1	-37.8856
1068	132	179	225	139	1	197	143	1	104.185
268	136	179	951	139	113	0	0	179	105.511
463	139	244	1138	128	158	0	0	158	105.218
882	143	172	268	125	158	0	0	1	105.624
1020	125	179	39	125	210	542	147	1	106.041
778	125	179	59	125	172	545	143	1	106.389
63	147	165	1087	139	1	198	125	1	106.704
1083	112	165	428	118	329	1999	132	1	-30.4959
131	128	165	779	147	1	381	125	1	104.895
538	150	165	412	125	1	0	0	1	103.721
615	143	172	747	136	138	0	0	172	104.028
50	115	113	2604	128	244	341	115	1	-25.3991
263	115	172	688	132	1	466	157	1	104.167
575	150	185	898	136	165	0	0	185	106.675
482	121	223	646	128	179	0	0	179	106.194
2933	112	217	111	121	138	334	157	1	-11.8227
469	154	185	559	147	172	0	0	185	102.744
90	125	165	712	150	1	573	125	1	104.657
538	136	230	900	143	179	0	0	179	103.074
58	125	165	373	125	172	991	147	1	105.407
722	132	172	477	121	1	223	154	1	106.145
440	128	323	19	154	21	2411	157	1	-65.9981
617	147	185	502	139	1	229	128	1	101.838
480	128	210	699	143	158	0	0	1	104.534
27	128	158	621	143	179	863	125	1	106.267
2985	118	210	254	157	138	0	0	138	-7.17081
493	136	172	1215	164	158	0	0	1	69.2717
276	143	172	846	143	1	331	125	1	104.644
528	147	179	506	121	1	239	136	1	106.567
716	150	185	265	121	1	109	132	1	104.804
854	147	179	265	112	1	236	125	1	106.685
