2230	143.4	292.78	-159.839
4739	147.04	148.78	-153.831
2682	136.15	175.22	98.6521
381	136.15	175.22	-28.5454
2706	136.15	175.22	96.7198
977	129.15	175.22	-187.602
3329	157.71	175.22	149.493
343	132.61	175.22	29.7477
4875	129.15	175.22	-187.776
4589	125.8	183.76	-175.255
2305	164.36	13.57	-132.391
4887	139.76	191.93	-188.976
273	136.15	175.22	-28.5727
2628	147.04	157.57	-16.2762
2167	136.15	229.57	-106.189
2666	139.76	175.22	96.8675
150	132.61	166.43	-163.542
465	136.15	183.76	-24.285
631	139.76	263.93	-244.265
189	132.61	175.22	-168.18
2967	136.15	175.22	99.4618
2666	139.76	175.22	94.0499
1911	122.58	166.43	-154.565
1701	132.61	175.22	-85.4789
1883	132.61	132.07	-178.544
6015	136.15	183.76	111.251
2025	150.66	175.22	-14.2697
1603	132.61	175.22	-86.7276
2114	139.76	148.78	-11.7952
2828	136.15	175.22	95.9078
2640	139.76	175.22	93.3403
3262	136.15	175.22	-252.77
5990	122.58	183.76	5.84844
193	147.04	183.76	-30.5143
4215	139.76	157.57	-120.39
2716	136.15	183.76	97.3517
1793	150.66	157.57	-13.2302
3614	132.61	191.93	-52.0863
2855	139.76	175.22	95.0578
2839	139.76	175.22	94.9791
5634	132.61	175.22	-96.7413
4533	129.15	140.24	-263.014
2575	139.76	175.22	92.4643
5314	139.76	140.24	-204.348
2277	139.76	191.93	-12.3199
1123	157.71	148.78	-239.62
6068	150.66	183.76	-51.0499
1022	150.66	132.07	-177.352
2782	136.15	175.22	98.2248
1188	129.15	220.78	-268.299
4920	122.58	148.78	-46.4918
1056	136.15	238.43	-120.252
2491	129.15	191.93	-12.2907
2861	136.15	175.22	98.1145
2774	136.15	175.22	99.8014
2233	132.61	229.57	-264.696
2193	150.66	175.22	-12.1432
268	132.61	175.22	-166.436
2865	136.15	183.76	98.8865
116	125.8	166.43	-36.0247
4923	139.76	175.22	-209.685
2712	139.76	175.22	96.1892
2681	136.15	183.76	98.1621
2255	147.04	166.43	-5.84748
3106	150.66	229.57	-187.319
1216	154.22	204.07	-200.934
2661	136.15	175.22	95.4871
6429	136.15	191.93	-52.4871
1614	154.22	157.57	-20.172
589	122.58	148.78	-244.611
1805	125.8	356.24	-248.04
3531	147.04	148.78	-109.287
1988	147.04	255.76	-195.97
4208	116.54	191.93	-128.908
2740	139.76	183.76	96.1169
616	132.61	263.93	-187.074
1953	154.22	148.78	-177.088
1719	150.66	238.43	-98.9426
2769	139.76	183.76	96.5537
2747	136.15	175.22	96.4668
1731	143.4	183.76	-215.82
2842	136.15	175.22	97.8033
2546	139.76	183.76	95.8555
750	139.76	140.24	-23.4032
2553	139.76	183.76	94.2189
4202	132.61	204.07	-138.232
8015	157.71	301.57	-190.839
772	119.49	191.93	-146.934
6673	132.61	157.57	-226.798
172	136.15	175.22	-100.688
363	139.76	140.24	-17.5048
1996	143.4	204.07	-16.7683
2655	136.15	175.22	97.5368
1820	136.15	175.22	-87.073
729	154.22	132.07	-168.142
1565	113.75	166.43	-12.3793
83	139.76	157.57	-32.0916
4204	136.15	148.78	133.593
921	139.76	310.43	-208.673
419	136.15	175.22	-35.0224
895	119.49	157.57	-274.135
78	129.15	183.76	-211.085
3431	129.15	148.78	-149.473
5309	150.66	204.07	-132.424
1136	136.15	284.24	-230.555
262	132.61	183.76	-163.723
2729	139.76	175.22	96.6559
2544	136.15	132.07	-100.305
3066	129.15	238.43	-131.448
539	139.76	153	-226.658
232	139.76	175.22	-29.5679
4226	147.04	183.76	-141.403
1652	154.22	204.07	-13.9402
2921	136.15	175.22	97.9679
4879	132.61	175.22	-192.785
5128	143.4	148.78	64.4467
2621	136.15	183.76	97.0112
1120	147.04	292.78	-226.32
2783	139.76	175.22	95.0202
273	143.4	191.93	-38.3054
2644	139.76	175.22	97.1683
158	136.15	166.43	-165.295
2921	125.8	175.22	-11.9211
718	161.09	348.07	-178.052
1413	161.09	247.22	-117.646
1792	164.36	31.22	-97.3257
2395	132.61	148.78	-264.165
948	113.75	247.22	-217.039
3780	139.76	204.07	131.151
6205	129.15	204.07	-248.698
1735	132.61	175.22	-87.1381
4118	136.15	175.22	-270.718
1973	154.22	191.93	-14.9619
2264	136.15	157.57	-235.063
3140	129.15	220.78	-206.3
2475	139.76	175.22	93.7641
6524	136.15	175.22	-20.0295
5840	132.61	191.93	-22.8342
2646	139.76	175.22	93.6652
4465	139.76	157.57	-155.291
7613	143.4	220.78	-91.6902
1554	147.04	157.57	-1.42494
2565	147.04	183.76	-13.49
3802	143.4	175.22	-75.7065
2404	125.8	191.93	-223.503
2618	139.76	175.22	93.4664
4147	129.15	204.07	-161.278
4132	157.71	183.76	-235.439
324	139.76	157.57	32.3272
1676	119.49	148.78	-213.252
878	150.66	220.78	-226.652
938	164.36	183.76	-197.613
1721	157.71	140.24	-17.5792
2896	150.66	157.57	-44.9181
1776	161.09	191.93	-189.358
1953	132.61	175.22	-84.5095
3045	150.66	166.43	-61.5401
1557	113.75	204.07	-222.026
1334	150.66	175.22	-217.744
2946	136.15	183.76	97.6956
2644	122.58	247.22	-122.583
2813	136.15	183.76	97.9697
4043	150.66	175.22	-121.943
1507	143.4	148.78	-175.968
300	136.15	175.22	-35.4613
1939	125.8	191.93	-196.703
5108	129.15	204.07	69.2976
1978	132.61	310.43	-197.805
2514	139.76	175.22	92.8861
2106	129.15	319.22	-240.189
3394	129.15	140.24	-149.85
4581	150.66	191.93	-216.693
2693	122.58	183.76	-14.5471
2894	139.76	175.22	94.8232
2515	136.15	175.22	95.3668
1999	136.15	175.22	-182.161
4065	161.09	132.07	-142.118
745	129.15	47.93	-256.977
267	132.61	175.22	-32.0973
3991	139.76	175.22	-74.9159
526	157.71	255.76	-56.4617
3319	143.4	157.57	-275.694
2788	139.76	183.76	97.1974
2615	129.15	175.22	-15.3144
54	125.8	175.22	-290.851
3928	122.58	157.57	-110.607
4882	113.75	175.22	-254.038
2629	125.8	183.76	-14.7607
2923	136.15	183.76	98.775
720	157.71	140.24	-173.35
6076	139.76	157.57	-30.9467
193	154.22	148.78	-30.0203
1256	132.61	132.07	-189.124
1387	113.75	183.76	-12.5095
4406	139.76	191.93	-151.626
1903	154.22	204.07	-235.317
2705	134	179	-14.0024
2615	139.76	183.76	95.2272
105	136.15	191.93	-37.9159
285	132.61	220.78	-244.505
6635	132.61	183.76	-63.8106
3542	125.8	204.07	-136.645
341	119.49	148.78	-205.736
4420	139.76	157.57	-149.982
400	132.61	175.22	-33.958
2766	136.15	183.76	98.7628
5021	125.8	140.24	-100.233
3420	143.4	247.22	-141.803
2606	139.76	183.76	95.2054
2917	136.15	183.76	99.1357
3314	125.8	212.24	-150.968
585	125.8	13.57	-287.676
1615	154.22	157.57	-14.5916
4248	116.54	212.24	-158.58
48	129.15	183.76	-168.755
2654	154.22	335.93	96.196
1280	125.8	212.24	-184.495
6340	125.8	157.57	-270.741
953	150.66	220.78	-190.834
2565	143.4	276.07	-274.705
2744	150.66	220.78	68.4441
2443	132.61	204.07	-29.0149
2880	139.76	175.22	97.0146
2145	113.75	157.57	-225.459
4010	136.15	212.24	-150.412
649	147.04	183.76	-194.067
254	132.61	191.93	-26.5105
2800	136.15	175.22	99.2292
2253	139.76	327.76	-197.433
2001	132.61	183.76	-85.8977
5101	129.15	238.43	-241.099
2800	136.15	175.22	-6.6959
6245	116.54	183.76	-194.139
3598	150.66	157.57	-116.332
6301	129.15	191.93	-56.2386
6262	129.15	183.76	-27.9949
5469	143.4	132.07	75.0652
1086	122.58	191.93	-228.079
1571	150.66	319.22	-222.921
1775	116.54	166.43	-13.7473
2841	136.15	175.22	99.0709
4446	132.61	220.78	-63.4976
2839	136.15	183.76	99.4978
4026	147.04	183.76	-114.006
1631	136.15	175.22	-85.7909
4031	150.66	183.76	-138.319
6334	136.15	183.76	-32.206
184	136.15	183.76	29.9594
2615	139.76	284.24	-170.192
2997	136.15	183.76	99.8229
2443	147.04	183.76	-180.756
3042	136.15	175.22	-12.3054
2629	139.76	183.76	98.6865
2051	132.61	148.78	-214
835	122.58	175.22	-252.152
483	125.8	60.07	-193.22
2879	136.15	175.22	99.2406
247	132.61	175.22	-163.729
405	132.61	175.22	-25.8596
800	125.8	247.22	-178.746
2801	136.15	183.76	98.6684
4701	143.4	157.57	-218.979
237	136.15	175.22	-169.002
2535	139.76	183.76	95.6974
2832	139.76	175.22	95.5842
71	139.76	212.24	-40.8271
1331	157.71	157.57	-15.1277
2521	139.76	175.22	93.821
2348	147.04	204.07	-26.731
4240	139.76	175.22	-122.329
2850	136.15	183.76	98.5476
2615	147.04	229.57	80.8271
4337	143.4	132.07	-270.256
1174	154.22	148.78	-177.409
4796	143.4	157.57	-211.844
2178	113.75	327.76	-27.5297
2506	132.61	175.22	98.001
1485	125.8	148.78	-267.847
726	143.4	284.24	-193.549
2835	139.76	175.22	96.1262
63	129.15	183.76	-210.082
1587	136.15	132.07	-12.0054
362	136.15	175.22	-39.2527
2810	136.15	175.22	96.9055
1781	136.15	175.22	-83.7304
5575	132.61	157.57	47.6427
6189	116.54	175.22	-144.093
294	136.15	175.22	-32.2393
2591	143.4	175.22	-181.511
3289	150.66	220.78	-163.001
2131	139.76	183.76	-190.812
4426	139.76	175.22	-146.51
1023	139.76	327.76	-237.341
1230	116.54	183.76	-14.8283
5066	136.15	191.93	129.869
5798	129.15	204.07	-188.286
1461	122.58	229.57	-285.833
338	136.15	175.22	-27.6637
2696	139.76	175.22	96.2683
4884	143.4	157.57	135.921
193	132.61	166.43	-212.21
3841	154.22	183.76	-109.318
3278	143.4	140.24	83.1818
246	136.15	132.07	-10.0044
220	136.15	183.76	-264.981
3378	161.09	255.76	-143.807
513	125.8	140.24	-287.04
2961	147.04	220.78	-81.7684
4435	116.54	327.76	-134.698
2844	136.15	175.22	97.2489
2902	139.76	175.22	-14.4634
2350	125.8	183.76	-188.194
2041	143.4	140.24	-18.0287
3785	129.15	140.24	-6.5675
2080	147.04	183.76	-229.736
2806	136.15	175.22	101.006
149	143.4	166.43	26.5698
2140	150.66	31.22	-148.436
2701	132.61	229.57	-171.962
2540	136.15	175.22	98.7071
199	132.61	175.22	-164.62
2680	139.76	183.76	95.5445
1648	116.54	191.93	-51.4575
2848	139.76	183.76	97.4381
1900	161.09	140.24	-265.749
2717	139.76	183.76	97.4143
169	125.8	175.22	-25.6399
1556	132.61	175.22	-218.128
2665	139.76	175.22	96.9872
1018	164.36	148.78	-233.848
1549	154.22	157.57	-12.7609
2020	139.76	204.07	-12.2395
2831	139.76	175.22	95.7
2586	136.15	183.76	96.6256
3146	119.49	157.57	-236.185
4082	113.75	204.07	-230.985
6532	143.4	157.57	-59.9194
3746	119.49	148.78	-175.237
2254	119.49	238.43	-270.505
1273	116.54	204.07	-249.188
78	129.15	175.22	-210.38
192	132.61	175.22	-230.291
736	122.58	157.57	-254.214
1123	139.76	191.93	-214.497
2963	147.04	247.22	-287.741
1114	150.66	212.24	-209.095
2662	125.8	191.93	-12.6132
1948	143.4	204.07	-13.0304
2754	136.15	175.22	97.1069
2695	136.15	175.22	98.645
286	132.61	175.22	-168.435
156	143.4	175.22	-33.7654
1169	161.09	220.78	-52.7546
2486	150.66	157.57	-20.211
2608	136.15	183.76	97.656
1298	154.22	157.57	-12.1029
4298	154.22	183.76	-175.489
2492	150.66	140.24	119.839
4490	136.15	183.76	-136.621
2335	154.22	175.22	-230.011
2625	139.76	175.22	94.5583
4354	116.54	191.93	-199.616
2731	122.58	175.22	-13.4186
2628	139.76	175.22	96.3182
1477	154.22	157.57	-16.5057
1174	154.22	175.22	-13.3359
2790	136.15	175.22	99.1173
2619	157.71	284.24	-129.429
484	139.76	183.76	-33.1936
2783	125.8	191.93	-11.7936
2421	125.8	191.93	-13.7404
3923	154.22	183.76	-125.404
2690	150.66	183.76	-189.36
2759	147.04	183.76	-15.0392
288	143.4	175.22	-37.5532
1229	143.4	220.78	-231.563
4302	147.04	212.24	-201.228
514	139.76	47.93	-183.689
2415	136.15	175.22	99.6301
1444	129.15	212.24	-245.465
4439	139.76	183.76	-135.513
3404	132.61	183.76	-248.398
1552	161.09	140.24	-284.906
4627	125.8	175.22	-140.433
5375	125.8	157.57	37.854
2326	113.75	157.57	-228.868
2569	139.76	183.76	97.5025
2043	119.49	175.22	-16.7195
6521	119.49	220.78	-17.9386
516	129.15	183.76	-178.949
2441	116.54	140.24	-139.241
1393	143.4	212.24	-145.385
2637	139.76	175.22	99.7472
2648	136.15	175.22	98.5293
3018	136.15	191.93	-12.9347
2918	129.15	175.22	-15.684
2740	136.15	175.22	99.0121
2142	143.4	255.76	-236.639
4255	139.76	191.93	-134.99
2531	132.61	191.93	-184.396
1734	129.15	157.57	-204.267
4129	129.15	157.57	-242.262
6466	143.4	175.22	-32.1424
2626	139.76	183.76	96.4666
4315	136.15	175.22	-109.473
451	139.76	175.22	24.5812
4708	147.04	175.22	-130.815
2723	136.15	183.76	97.9317
