2345	118	158	1009	143	73	-32.5416
2266	136	251	2591	121	185	-162.475
918	143	158	566	128	179	103.864
148	115	230	682	139	158	106.404
1528	121	230	1812	132	138	-29.175
1189	139	237	1396	121	113	-26.3553
325	139	230	677	139	158	105.633
1446	112	309	1249	125	165	-11.5625
994	136	172	292	147	185	106.684
527	132	172	715	147	158	105.375
1902	147	223	1835	115	151	-18.1928
1072	128	185	699	136	158	107.401
3934	118	223	802	121	86	-143.219
1655	128	244	1308	121	151	-44.0058
3135	128	217	288	121	79	-161.326
1242	147	158	614	154	113	-128.644
3077	143	210	2430	118	138	-213.107
329	118	210	4022	115	66	-149.155
3469	125	210	2347	143	86	-202.427
846	121	185	561	136	165	105.812
719	143	302	3725	139	145	-109.203
1525	150	158	650	143	172	-25.518
2735	143	217	102	125	145	-83.4959
1988	132	309	1594	132	179	-222.016
501	132	185	559	154	151	95.9019
1847	161	223	857	112	165	-46.171
2245	128	237	1083	132	138	-23.3358
2273	132	223	790	128	151	-118.046
317	121	289	2672	125	151	-36.835
3317	157	257	2659	112	172	-195.709
841	118	329	4223	121	158	-112.97
1853	115	223	2380	154	100	-79.2347
265	139	210	2457	115	107	-11.1231
1244	136	223	969	132	185	-192.874
1308	125	244	2920	121	113	-191.572
551	125	251	1490	150	73	-26.6976
730	147	21	944	161	79	-90.2966
521	115	217	3032	128	79	-57.0925
991	115	210	1530	132	185	-271.993
2018	143	172	1804	136	151	-41.2181
722	136	179	399	118	172	106.63
1144	115	230	2376	118	138	-115.299
3222	139	230	1161	118	172	-120.582
638	118	251	3655	118	145	-126.242
2123	118	257	2205	125	86	-196.486
820	150	295	1358	143	185	-25.5679
2547	132	244	2161	115	172	-110.147
796	150	309	2126	125	138	-26.0351
858	128	223	1088	132	185	-248.611
622	139	210	808	128	172	106.819
1395	136	172	944	147	151	-0.109689
227	115	230	2976	147	145	-48.4497
2636	139	244	1957	132	158	-177.282
1750	115	179	1376	150	79	-163.427
729	139	158	577	128	179	105.842
634	136	251	2099	125	138	-26.0523
1520	121	165	1598	112	107	-22.2559
2684	128	237	1395	115	113	-143.977
6986	164	41	662	115	86	-189.084
925	132	185	250	139	113	104.127
2043	112	151	2055	118	185	-82.1428
1224	150	158	1206	136	179	-8.95607
2379	132	230	1564	143	179	-99.4746
2213	139	217	2873	164	107	-188.406
648	136	145	450	161	165	11.9068
555	121	165	561	136	185	107.048
2640	112	210	326	136	138	-110.889
1283	136	151	474	125	165	-50.0811
1389	147	151	714	139	172	0.34613
1115	139	179	351	125	165	106.973
2442	118	223	1999	112	113	-201.478
490	128	179	207	132	172	103.466
2563	128	151	1255	121	237	-23.3017
3527	136	185	222	125	79	-25.6625
876	118	329	1042	121	145	-118.42
2237	150	35	457	121	179	-12.2903
931	139	172	306	147	158	103.18
1302	136	282	1347	150	185	-31.2755
2604	115	230	532	112	145	-152.768
1491	125	230	4268	132	158	-227.612
1037	128	172	276	139	230	107.418
277	112	7	5801	125	179	-225.734
1791	115	28	2923	121	145	-215.121
674	161	237	2309	112	145	-93.5675
3585	121	237	2552	125	158	-222.462
207	143	179	1791	147	113	51.9146
626	139	230	561	115	210	-2.6791
1376	143	172	697	157	151	-53.8796
